job_id,job_title,agency,platform,field,industry,employment_type,exp_years_min,exp_years_max,exp_years_mid,start_date,closing_date,is_open,job_description
13450801,Assistant Manager / Manager (Social Assistance),Ministry Of Social And Family Development,hrp,Social Services,Social and Community Development,Permanent/Contract,0,3,1.5000000000000000,2025-07-09 00:00:00+00,,t,"The Social Support Group (SSP) implements programmes and initiatives, to support lower-income and/or vulnerable individuals and their families. 

The Service Delivery Division (SD) under SSP delivers services directly to residents and works with partners to uplift lower-income individuals and families, as well as destitute persons."
13454524,Engagement Strategy and Relationship Management Officer,Security & Intelligence Division,hrp,"Community Development, Partnership & Eng",Others,Permanent,0,0,0.00000000000000000000,2024-02-26 00:00:00+00,2026-08-31 00:00:00+00,t,"You will play a key role in strategising and managing SID’s relationships with Singapore government agencies and policy makers. Your work will ensure that SID builds good relationships with Singapore government agencies and policymakers, so that SID can deliver relevant and timely intelligence and insights to support policy-making."
13454638,Dissemination Operations Officer,Security & Intelligence Division,hrp,International Relations,Others,Permanent,0,0,0.00000000000000000000,2023-12-13 00:00:00+00,2026-08-31 00:00:00+00,t,"You will be part of the team that ensures the smooth, secure, and timely delivery of SID products to policy makers. Part of your work will be to oversee, manage, and drive innovation of SID's information dissemination platforms."
13469691,Assistant Manager / Manager - Volunteer Engagement and Partnership,Sport Singapore,hrp,"Community Development, Partnership & Eng",Social and Community Development,Permanent/Contract,5,10,7.5000000000000000,2026-04-20 00:00:00+00,2026-06-26 00:00:00+00,t,"At Sport Singapore, we aspire to transform the nation through an active lifestyle designed around innovation, fun and meaningful sporting experiences.

Sport has the unique ability to bring people together through play, regardless of age, gender, race, ability or social status.  It imparts life values, nurtures character ad builds resilience.  It inspires and evokes the Singapore spirit through shared experiences and strengthens our national identity.  We help Singaporeans Live Better Through Sport.

Sport Singapore is constantly on the lookout for individuals who are passionate about what they do.

Anchored in our values of Passion for Sport, Strength through Teamwork and Care for People, we believe in working and playing, not just as a team, but as a family."
13524229,"Manager/Senior Manager, Foreign Manpower Management Policy, WPSD",Ministry of Manpower,hrp,Policy & Planning,Policy Formulation,Permanent/Contract,2,15,8.5000000000000000,2026-06-09 00:00:00+00,2026-06-20 00:00:00+00,t,Develop and review strategies and policies to improve the well-being of migrant workers and manage disamenities that may arise from having a large migrant worker population in Singapore.
13556211,Senior Manager / Manager / Assistant Manager (Hospitals & Ambulatory Care),Ministry of Health,hrp,"Regulation, Enforcement & Compliance",Healthcare,Permanent/Contract,2,9,5.5000000000000000,2026-06-04 00:00:00+00,2026-06-17 00:00:00+00,t,"Formulation of regulatory policies for licensable healthcare services and conduct of inspections and audits under the Healthcare Services Act (HCSA). 

You will also be working in a fast-paced and dynamic environment that would require the ability to manage multiple priorities and stakeholders at the same time."
13605308,Manager/Senior Manager (Registration and Deregistration – GST Division),Inland Revenue Authority of Singapore,hrp,Accounting & Finance,"Accounting, Audit, Finance",Fixed Terms,0,0,0.00000000000000000000,2025-11-06 00:00:00+00,2026-06-18 00:00:00+00,t,"</strong></p>As a tax professional, you have tax knowledge at your fingertips and the heart to build a socially-responsible taxpaying community. At IRAS, we offer you the space to apply your knowledge as we transform to redefine experiences for taxpayers. You will apply your resourcefulness, strong communication skills and expertise in administering a suite of tax services ranging from service, compliance and policy formulation.<br><br>The result? Your mark of insight on tax services which are transformational.<p></p><p><strong>"
13662476,Marine Manager (Marine Safety & Port Operations) (2-years contract),Maritime and Port Authority of Singapore,hrp,"Regulation, Enforcement & Compliance",Enforcement,Fixed Terms,5,10,7.5000000000000000,2025-08-14 00:00:00+00,2026-06-29 00:00:00+00,t,"</strong></p>A team of maritime professionals in the Marine Safety &amp; Port Operations Division ensures the smooth running of the Singapore Port, covering vessel traffic management, marine environment and safety as well as operations planning.<p></p><p><strong>"
13666953,"Manager (Valuer, Property Tax Division)",Inland Revenue Authority of Singapore,hrp,"Regulation, Enforcement & Compliance",Building and Estate Management,Fixed Terms,0,0,0.00000000000000000000,2024-12-18 00:00:00+00,2026-06-24 00:00:00+00,t,"</strong></p>Be Transformational.<br><br>Make your mark. Create an impact.<br><br>At IRAS, we partner you to deliver quality tax services and foster a competitive tax environment for our nation's social and economic growth. By leveraging digital capabilities as part of a future-ready team, your opportunities keep expanding.<br><br>As a tax professional, you will apply your expertise in property tax matters and valuation. Be involved in property tax or stamp duty assessments, capital valuation work and enhance our business processes to deliver strategic customer and IT initiatives.<br><br>The result? Your mark of insight on property and tax matters to create long-term value for our stakeholders.<p></p><p><strong>"
13670056,Port Inspector (2-years contract),Maritime and Port Authority of Singapore,hrp,"Regulation, Enforcement & Compliance",Others,Fixed Terms,0,0,0.00000000000000000000,2025-03-21 00:00:00+00,2026-06-29 00:00:00+00,t,"</strong></p>You will be part of the dynamic team dealing with marine incidents, conducting search and rescue and enforcing the Maritime and Port Authority of Singapore Act 1996 and its accompanying Regulations within the Port of Singapore and Singapore Waters.<p></p><p><strong>"
13698173,School of Engineering - Associate Lecturer (Digitalisation Short Courses),Republic Polytechnic,hrp,Education Skills Development,Education,Contract,0,0,0.00000000000000000000,2026-05-30 00:00:00+00,2026-06-29 00:00:00+00,t,</strong></p>Associate Lecturer (Digitalisation Short Courses)<p></p><p><strong>
13717599,"Assistant Manager/Manager, Land Planning, Land Planning & Management, SIG",Sport Singapore,hrp,Industry/Sector Development & Programme,Building and Estate Management,Permanent/Contract,0,8,4.0000000000000000,2026-05-12 00:00:00+00,2026-06-15 00:00:00+00,t,"At Sport Singapore, we aspire to transform the nation through an active lifestyle designed around innovative, fun and meaningful sporting experiences.

Sport has the unique ability to bring people together through play, regardless of age, gender, race, ability or social status. It imparts life values, nurtures character and builds resilience. It inspires and evokes the Singapore spirit through shared experiences and strengthens our national identity. We help Singaporeans Live Better Through Sport.

Sport Singapore is constantly on the lookout for individuals who are passionate about what they do.

Anchored in our values of Passion for Sport, Strength through Teamwork and Care for People, we believe in working and playing, not just as a team, but as a family."
13741921,Product Manager (Digital Utilities),Info-communications Media Development Authority,hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Fixed Terms,0,0,0.00000000000000000000,2024-01-23 00:00:00+00,,t,"Job Description<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p>Digital Utilities are foundational digital services provided by the Government, which enable our citizens and businesses to transact seamlessly in a trusted and secure way in the digital economy.</p><p></p><p>As part of the Sectoral Transformation Group in IMDA, the Digital Utilities Programme Office (DUPO) is looking for a Product Strategist to drive adoption and utilisation of existing Digital Utilities and develop new Digital Utilities that can give Singapore enterprises a competitive advantage to capture value for Singapore in the digital economy.</p><p></p><p>Join us in our journey and jointly architect Singapore’s digital future.</p><p></p><p><strong><span>What You Will Be Working On</span></strong></p><ul><li>Formulation of the overall product and go-to-market strategy for Digital Utilities</li><li>Conducting of (domestic and international) studies, analyses opportunities and development of strategies; to drive adoption and utilisation of existing Digital Utilities, as well as facilitate development of new greenfield Digital Utilities</li><li>Engagement of industry partners and stakeholders to clearly understand digital needs and landscape to identify opportunities for digitalisation trials</li><li>Collaboration with multiple stakeholders, including internal IMDA divisions, government agencies and industry partners to develop strategies and execute plans to enhance our Digital Utilities</li><li>Critical oversight of Digital Utilities, including but not limited to product management, data analysis, tracking of deliverables, and enhancement of product &amp; go-to-market approach, where necessary</li></ul><p></p><p><strong><span>What We Are Looking For</span></strong></p><ul><li>At least 5 years of working experience, preferably in public policy making and/or product management in technology related fields</li><li>Strong analytical skills, critical thinking, clarity of thought and at ease in navigating uncertainties in greenfield areas</li><li>Good understanding of enterprise needs, the tech sector, macro-economic landscape, technology trends and public policy/ administration</li><li>Outcome rather than process driven. Comfortable with complexity, adaptable and proactive in attitude; able to work independently in a fast and fluid environment, with sound project management skills</li><li>Excellent writing, communication, interpersonal and presentation skills</li></ul><p></p><p>#LI-JL2</p><p></p><p></p>"
13761775,Lead Engineer (Modeling and Simulation),Info-communications Media Development Authority,hrp,"Science, Engineering & Technical","InfoComm, Technology, New Media Communications",Fixed Terms,0,0,0.00000000000000000000,2023-08-23 00:00:00+00,,t,"Job Description<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p>IMDA is spearheading Singapore’s drive to be a world leading Digital Economy. IMDA aims to empower our companies and workforce with digital technologies and enable Singapore to be a leading Digital Economy.</p><p></p><p>We are currently seeking a Modelling and Simulation Lead with a focus on End-to-End Systems to join our team and help us analyse the performance of enterprise applications across various communication networks. You will play a crucial role in modelling and simulating the performance of enterprise applications, including industrial applications, across communication networks such as mobile, wired, and quantum networks. Your expertise in end-to-end system modelling and simulation techniques will ensure a thorough understanding of application performance metrics, such as response time, latency, and error rates. The successful candidate is a strategic and analytic thinker who also enjoys understanding new and emerging technologies.</p><p></p><p>Join us in our journey and jointly architect Singapore’s digital future.</p><p></p><p><strong>Key Responsibilities</strong></p><ul><li>Lead a small team of 1 or 2 members specializing in end-to-end system modelling and simulation for enterprise and industrial applications.</li><li>Develop and utilize modelling and simulation tools to analyse the performance of various communication networks, including mobile, wired, and quantum networks/internet.</li><li>Conduct scenario analysis and simulations to assess application response time, latency, estimated error rates, and other performance metrics.</li><li>Collaborate with a multi-disciplinary team of engineers, researchers, and industry partners to understand the requirements and constraints of various communication networks.</li><li>Identify potential bottlenecks, inefficiencies, or areas for improvement in end-to-end systems and propose solutions to optimize performance.</li><li>Stay current with advances in communication technologies, end-to-end system modelling, and simulation tools to contribute to the development of new techniques and methodologies.</li><li>Prepare technical documentation and present project updates to stakeholders.</li><li>Provide technical guidance, mentorship, and leadership to junior team members.</li><li>Collaborate with whole of government teams, industry and academic partners to develop strategies on developing emerging technologies.</li><li>Work in a cross-functional teams to develop strategy, implementation design and plan for nationwide communications infrastructure solutions.</li><li>Stakeholder management of internal and external stakeholders and to write think pieces on technology use and technology fundamentals to non-technical audience.</li></ul><p></p><p><strong>Requirements</strong></p><ul><li>Master&#39;s degree in Telecommunications Engineering, Electrical Engineering, Computer Science, or related fields.</li><li>At least 7 years of experience working on end-to-end system modelling and simulation projects, with a focus on enterprise and industrial applications.</li><li>In-depth understanding of various communication networks, including mobile, wired, and quantum networks/internet.</li><li>Proficiency in end-to-end system modelling and simulation tools, such as OPNET, NS-3, QuNetSim, or similar.</li><li>Strong leadership skills, with experience managing small teams.</li><li>Excellent problem-solving, analytical, and critical thinking skills.</li><li>Strong communication and presentation skills, with the ability to convey complex concepts to both technical and non-technical audiences.</li></ul><p></p><p>This position will commensurate with experience.</p><p>Only shortlisted applicants will be notified</p><p>#LI-JL2</p><p></p><p></p>"
13764841,Manager/ Senior Manager (Data Science and AI),Inland Revenue Authority of Singapore,hrp,Data Analysis & Data Mgt,Others,Fixed Terms,0,0,0.00000000000000000000,2023-07-28 00:00:00+00,2026-06-15 00:00:00+00,t,"</strong></p>At IRAS, we are shaping the future of tax administration through data-driven innovation and AI-powered transformation. You will be at the forefront of building intelligent, AI-enabled products and solutions — from Generative AI to Agentic AI systems — that enhance taxpayer services and tax compliance, streamline operations, and deliver real impact to taxpayers.<p></p><p><strong>"
13764850,Software QA Engineer,Info-communications Media Development Authority,hrp,"Science, Engineering & Technical","InfoComm, Technology, New Media Communications",Fixed Terms,0,0,0.00000000000000000000,2024-02-15 00:00:00+00,,t,"Job Description<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p>At IMDA, we recognize the vital role that Quality Assurance (QA) plays in ensuring the quality and reliability of our software products. We are seeking a skilled QA Engineer with a keen interest in DevOps to join our forward-thinking team. This role bridges the gap between quality and reliability, contributing to the seamless functioning of our systems.</p><p></p><p><strong>What to expect:</strong></p><ul><li>Collaborate closely with development and platform engineering teams to ensure the reliability and quality of our software applications.</li><li>Design, develop, and execute comprehensive test plans and test cases that encompass functional and non-functional requirements.</li><li>Develop and maintain automated testing frameworks and scripts to ensure thorough testing coverage, including performance and resilience testing.</li><li>Participate in incident reviews, root cause analyses, and post-mortem discussions to identify and address quality and reliability concerns.</li><li>Collaborate with development teams to ensure seamless integration of quality practices into the software development lifecycle.</li><li>Champion a culture of quality and reliability across teams, sharing knowledge and promoting best practices.</li><li>Contribute to strengthen DevOps methodologies, processes, and best practices within the organization.</li></ul><p></p><p><strong>How to succeed:</strong></p><ul><li>Bachelor&#39;s degree in Computer Science, Engineering, or related field (or equivalent work experience).</li><li>3-5 years of work experience as a QA Engineer and software testing, with a strong interest and understanding of DevOps.</li><li>Proficiency in one or more programming/scripting languages (python, nodejs, etc.).</li><li>Experience with QA testing methodologies, tools, and frameworks (jest, pytest, playwright, Selenium, etc.).</li><li>Experience with performance testing tools and methodologies.</li><li>Experience with software development lifecycles, CI/CD and agile methodologies.</li><li>Strong analytical and problem-solving skills, with the ability to troubleshoot complex technical issues.</li><li>Excellent communication and collaboration skills, comfortable to work cross-functional teams.</li><li>Knowledge of cloud platform is a plus.</li></ul><p></p><p><span>#LI-JL2</span></p><p></p><p></p>"
13764853,"Senior/Regulatory Specialist, Medical Devices",Health Sciences Authority,hrp,"Regulation, Enforcement & Compliance",Enforcement,Fixed Terms,0,0,0.00000000000000000000,2026-02-12 00:00:00+00,,t,</strong></p>We are looking for highly motivated individuals with a strong desire to protect public health and safety to join us as Regulatory Specialists of Medical Devices.<p></p><p><strong>
13772177,Cyber Security Penetration Tester,MHA - Internal Security Department (ISD),hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,0,0.00000000000000000000,2025-12-24 00:00:00+00,2026-06-26 00:00:00+00,t,"ISD confronts and addresses threats to Singapore’s internal security and stability. For over 70 years, ISD and its predecessor organisations have played a central role in countering threats such as those posed by foreign subversive elements, spies, racial and religious extremists, and terrorists. A fulfilling and rewarding career awaits those who want to join in ISD’s critical mission of keeping Singapore safe, secure and sovereign for all Singaporeans."
13772226,Cyber Security Researcher (Red Team),MHA - Internal Security Department (ISD),hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,0,0.00000000000000000000,2025-12-24 00:00:00+00,2026-06-26 00:00:00+00,t,"ISD confronts and addresses threats to Singapore’s internal security and stability. For over 70 years, ISD and its predecessor organisations have played a central role in countering threats such as those posed by foreign subversive elements, spies, racial and religious extremists, and terrorists. A fulfilling and rewarding career awaits those who want to join in ISD’s critical mission of keeping Singapore safe, secure and sovereign for all Singaporeans."
13777651,Digital Forensics Incident Responder,Info-communications Media Development Authority,hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Fixed Terms,0,0,0.00000000000000000000,2023-08-02 00:00:00+00,,t,".<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p><strong>Responsibilities</strong></p><ul><li>Work with current team and ensure smooth operations of daily operations</li><li>Work with DFIR analysts to ensure timely response to security incidents, root cause analysis and closure of incident</li><li>Investigate cybersecurity incidents that may involve digital forensic analysis, malware analysis and log analysis</li><li>Able to provide strong technical guidance on investigation and threat assessments</li><li>Assist the team in tasks prioritisation</li><li>Assess cybersecurity threats and vulnerabilities</li><li>Ensure that incident response playbooks and processes are maintained and updated</li><li>Maintain situational awareness and keep current with cyber security news and threat actor Tactics, Techniques and Procedures (TTPs)</li><li>Prepare and review incident reports to update stakeholders</li></ul><p></p><p><strong>Requirements</strong></p><ul><li>Diploma in Information Security; or Bachelor’s degree in engineering/Computer Science/Information Security or equivalent</li><li>5 years or more related work experience in cyber security incident investigations or digital forensics</li><li>Relevant professional certifications, including GIAC GCFA, GCFE, GCIH</li><li>Proficiency in Forensic toolkits such as Magnet AXIOM, Encase, X-Ways, FTK or Autopsy</li><li>Experience working in a Security Operation Centre (SOC) is advantageous</li><li>Analytical and detailed</li><li>Good communication and interpersonal skills</li><li>Willingness to learn</li></ul><p></p><p>This position will commensurate with experience</p><p>Only shortlisted applicants will be notified</p><p></p><p>#LI-JL3</p><p></p><p></p>"
13800347,Manager (MediShield Life/CareShield Life Premium Recovery),Inland Revenue Authority of Singapore,hrp,"Regulation, Enforcement & Compliance",Enforcement,Fixed Terms,0,0,0.00000000000000000000,2024-07-18 00:00:00+00,2026-06-12 00:00:00+00,f,"</strong></p>As a tax professional, you have tax knowledge at your fingertips and the heart to build a socially responsible taxpaying community. At IRAS, we offer you the space to apply your knowledge as we transform to redefine experiences for taxpayers. You will apply your resourcefulness, strong communication skills and expertise in ensuring a high level of voluntary compliance within the community.<br><br>The result? Your mark of insight on tax services which are transformational.<p></p><p><strong>"
13815189,Engineer (Maritime and Systems Technology) (2yr contract),Maritime and Port Authority of Singapore,hrp,"Science, Engineering & Technical",Engineering,Fixed Terms,0,0,0.00000000000000000000,2024-12-11 00:00:00+00,,t,"<br>Reporting to the Deputy Director of Command &amp; Control Systems Engineering (C2SE)/Communications &amp; Datalink Engineering (CDE) Department/ Smart Sensors &amp; Autonomous Engineering (SSAE) of MPA’s Maritime Systems and Technology Division, you will be part of the capability development team to drive and implement MPA’s next generation mission critical port systems.<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p>"
13854782,Manager (Strategy & Policy),MINDEF,hrp,Service Delivery,Others,Permanent,0,3,1.5000000000000000,2026-06-05 00:00:00+00,2026-07-05 00:00:00+00,t,"You will be exposed to the workings of MINDEF/SAF, have an opportunity to learn about best service delivery practices in both the private and public sectors, and gain design thinking skills."
13857435,Assistant Manager / Manager - Volunteer Training and Management,Sport Singapore,hrp,"Community Development, Partnership & Eng",Social and Community Development,Permanent/Contract,5,10,7.5000000000000000,2026-04-20 00:00:00+00,2026-06-26 00:00:00+00,t,"At Sport Singapore, we aspire to transform the nation through an active lifestyle designed around innovation, fun and meaningful sporting experiences.

Sport has the unique ability to bring people together through play, regardless of age, gender, race, ability or social status.  It imparts life values, nurtures character ad builds resilience.  It inspires and evokes the Singapore spirit through shared experiences and strengthens our national identity.  We help Singaporeans Live Better Through Sport.

Sport Singapore is constantly on the lookout for individuals who are passionate about what they do.

Anchored in our values of Passion for Sport, Strength through Teamwork and Care for People, we believe in working and playing, not just as a team, but as a family."
13869170,Asst Manager / Manager - Sport 4 (ActiveSG Canoe Academy),Sport Singapore,hrp,"Community Development, Partnership & Eng",Social and Community Development,Permanent/Contract,5,8,6.5000000000000000,2026-04-23 00:00:00+00,2026-06-26 00:00:00+00,t,"At Sport Singapore, we aspire to transform the nation through an active lifestyle designed around innovative, fun and meaningful sporting experiences.

Sport has the unique ability to bring people together through play, regardless of age, gender, race, ability or social status.  It imparts life values, nurtures character and builds resilience.  It inspires and evokes the Singapore spirit through shared experiences and strengthens our national identity. We help Singaporeans Live Better Through Sport.

Sport Singapore is constantly on the lookout for individuals who are passionate about what they do.

Anchored in our values of Passion for Sport, Strength through Teamwork and Care for People, we believe in working and playing, not just as a team, but as a family."
13872290,School of Engineering - Lecturer (Aviation Management),Republic Polytechnic,hrp,Education Skills Development,Education,Fixed Terms,0,0,0.00000000000000000000,2026-05-30 00:00:00+00,2026-06-29 00:00:00+00,t,</strong></p>Lecturer (Aviation Management)<p></p><p><strong>
13880450,Technology Scouting and Partnerships Executive,MHA - Internal Security Department (ISD),hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,20,10.0000000000000000,2026-05-07 00:00:00+00,2026-12-31 00:00:00+00,t,"ISD confronts and addresses threats to Singapore’s internal security and stability. For over 75 years, ISD and its predecessor organisations have played a central role in countering threats such as those posed by foreign subversive elements, spies, racial and religious extremists, and terrorists. A fulfilling and rewarding career awaits those who want to join in ISD’s critical mission of keeping Singapore safe, secure and sovereign for all Singaporeans."
13886511,Asst Manager / Manager / Snr Manager (Integrated Ops Capability) (2-yr contract),Maritime and Port Authority of Singapore,hrp,"Science, Engineering & Technical",Others,Fixed Terms,2,4,3.0000000000000000,2026-04-19 00:00:00+00,,t,"<br>MPA is seeking a candidate to be part of the newly formed Integrated Operations Capability within the Operations Transformation &amp; Planning Division (OTPD) under the Ops-Tech Cluster.<br>The OTPD supports MPA’s mission by ensuring that policies, plans, and procedures are operationally ready to address crisis scenarios as well as ensure port security and maritime safety. OTPD is also entrusted with developing future operating concepts in the multi-domain (space, air, sea, sub-sea and cyber) areas of operations and translating them into operational requirements for the purpose of capability development in MPA.<br>Crisis scenarios include severe events caused by geopolitical risks, pandemics, natural disasters, and climate change effects, as well as major incidents such as piracies, vessel collisions and sinkings, oil/fuel/chemical spills etc. which could cause disruptions to the global supply chain and negatively impact port security and maritime safety.<br>To ensure that Maritime Singapore is well-prepared for crisis scenarios, there is a critical need to strengthen and future-proof our operational responses and safeguard Singapore’s national and maritime interests. The complexity of such crises necessitates capability development and collaboration across multiple domains in the assigned area of operations. Future operating concepts must leverage capabilities and sensors across multiple domains in order to ensure effective and timely response in a crisis.<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p>"
13915732,Quantity Surveyor/ Contract Manager,Singapore Land Authority,hrp,"Science, Engineering & Technical",Building and Estate Management,Fixed Terms,8,15,11.5000000000000000,2025-08-23 00:00:00+00,2026-06-21 00:00:00+00,t,</strong></p>You will be part of a project team working as a Quantity Surveyor on large scale commercial and integrated development and major A&amp;A works.<p></p><p><strong>
13957023,Digital Forensic R&D Engineer,MHA - Internal Security Department (ISD),hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Permanent,0,20,10.0000000000000000,2025-07-10 00:00:00+00,2026-06-26 00:00:00+00,t,"ISD confronts and addresses threats to Singapore’s internal security and stability. For over 70 years, ISD and its predecessor organisations have played a central role in countering threats such as those posed by foreign subversive elements, spies, racial and religious extremists, and terrorists. A fulfilling and rewarding career awaits those who want to join in ISD’s critical mission of keeping Singapore safe, secure and sovereign for all Singaporeans."
13962924,Assistant Director (Internal Audit),Accountant-General's Department,hrp,Audit,"Accounting, Audit, Finance",Permanent/Contract,4,7,5.5000000000000000,2026-04-29 00:00:00+00,2026-06-25 00:00:00+00,t,You will join AGD’s Assurance Group which oversees the provision of assurance services to the government agencies. You will be part of the Internal Audit Shared Services Directorate and be involved in providing internal audit and financial services at the ministries.
13985667,Manager (Relations Management),MINDEF,hrp,Human Resources,Human Resources,Permanent,0,2,1.00000000000000000000,2026-05-26 00:00:00+00,2026-06-26 00:00:00+00,t,"You ensure consistent, prompt, and quality resolution of complex public queries relating to pre-enlistment through tailored support and proactive engagement. You also analyse and highlight trends or emerging issues for Subject Matter Experts' awareness and drive continuous improvements in unit operations and customer relations."
13992142,"Staff Nurse, Blood Resources (Bloodbank)",Health Sciences Authority,hrp,Healthcare,Healthcare,Fixed Terms,3,5,4.0000000000000000,2026-04-09 00:00:00+00,,t,"</strong></p>About HSA<br>We are a statutory board under Ministry of Health that regulates health products, serve the administration of justice, secure the nation’s blood supply, and safeguard the public’s health.<br><br>About Blood Services Group at HSA<br>We secure the nation’s blood supply by ensuring a safe and adequate blood supply for public and private hospitals. <br><br>To learn more about us, visit:<br>About HSA: http://www.hsa.gov.sg/about-us<br>HSA Blood Services: http://www.hsa.gov.sg/about-us/blood-services<br><br>Calling out to those with a Passion to Serve!<br><br>If you are on the lookout to expand your nursing skills and knowledge within in a Public Service setting, we would like to hear from you.<br><br>We are looking for driven individuals to be part of HSA’s Blood Resources Division- Blood bank team, where you will play a key role in securing the nations’ blood supply. In this front-facing role, the individuals will perform essential blood collection duties in a dynamic and close-knit team.<p></p><p><strong>"
13998428,Senior/Blood Professional Assistant - Blood Resources Division (Blood Bank),Health Sciences Authority,hrp,Healthcare,Healthcare,Fixed Terms,3,5,4.0000000000000000,2026-02-13 00:00:00+00,,t,"</strong></p>About HSA<br><br>We are a statutory board under Ministry of Health that regulates health products, serve the administration of justice, secure the nation’s blood supply, and safeguard the public’s health.<br><br>About Blood Services at HSA<br><br>We secure the nation’s blood supply by ensuring a safe and adequate blood supply for public and private hospitals.<br><br>To learn more about us, visit:<br>About HSA: http://www.hsa.gov.sg/about-us<br>HSA Blood Services: http://www.hsa.gov.sg/about-us/blood-services<br><br>Calling out to those with a Passion to Serve!<br><br>If you are on the lookout to transition into a healthcare role in a Public Service setting, we would like to hear from you.<br><br>We are looking for driven individuals to be part of HSA’s Blood Resources Division- Blood bank team, where you will play a key role in securing the nations’ blood supply. In this front-facing role, the individual will perform essential blood collection support duties in a dynamic and close-knit team. If selected, you would be deployed to one of the existing blood bank sites (One Punggol/ Woodlands/ Dhoby Ghaut) or mobile team.<p></p><p><strong>"
14020939,Manager (Operations Support),MINDEF,hrp,Human Resources,Human Resources,Permanent,3,5,4.0000000000000000,2026-05-26 00:00:00+00,2026-06-26 00:00:00+00,t,"You are responsible for leading the back-office functions of the Medical Classification Centre (MCC). You oversee contract management, procurement, manpower planning, and IT systems to ensure robust and seamless support for MCC's clinical operations."
14023435,"Senior/Manager, Social Resilience, ACE Group",Ministry of Manpower,hrp,"Regulation, Enforcement & Compliance",Policy Formulation,Permanent/Contract,0,15,7.5000000000000000,2026-04-30 00:00:00+00,2026-06-26 00:00:00+00,t,"The Assurance, Care and Engagement Group (ACE), a permanent division under the Ministry of Manpower, improves the well-being of migrant workers by enhancing the healthcare, housing and social aspects of the migrant worker landscape. 
You will be part of a team overseeing the management of Recreation Centres (RCs) for Migrant Workers (MWs), to improve recreational facilities for MWs, and de-densify community hotspots."
14025733,"Senior Manager/Manager, Special Project Office (NESST), ACE Group",Ministry of Manpower,hrp,Policy & Planning,Policy Formulation,Permanent/Contract,3,15,9.0000000000000000,2026-04-30 00:00:00+00,2026-06-26 00:00:00+00,t,"The incumbent will oversee MOM's involvement in planning and managing development projects from inception to completion, ensuring adherence to timelines and budgets for NESST Singapore Limited."
14050920,"Prosecuting Officer, LSD",Ministry of Manpower,hrp,Legal & Parliamentary,Law/Legal Services,Permanent/Contract,0,8,4.0000000000000000,2026-05-29 00:00:00+00,2026-06-30 00:00:00+00,t,"The Legal Services Division (LSD) administers justice through fair prosecution and adjudication, and provides effective legal advice and solutions to advance MOM’s mission.

We invite qualified candidates to apply for the following position: Prosecuting Officer (Prosecution and Regulatory Enforcement Department)"
14062941,"AM/M, Strategic Digital Projects",Info-communications Media Development Authority,hrp,Infocomm Technology,"InfoComm, Technology, New Media Communications",Fixed Terms,0,0,0.00000000000000000000,2023-11-09 00:00:00+00,,t,"Job Description<p style=""text-align:inherit""></p><p style=""text-align:inherit""></p><p>The Digital Transformation Cluster (DTC) is responsible for driving digital transformation projects across major economic sectors and ecosystems.  The team works closely with public and private sectors to drive impactful digitalization projects, solving complex business-technology problems, involving business model transformation, innovative technology applications and regulatory considerations. </p><p></p><p>We focus on project seeding and scoping, execution, and implementation to ensure that projects are delivered on-time, within budget and achieve intended objectives which include targeted and widespread adoption.  Current areas of focus for DTC include Extended Reality (XR), Digital Twin (DT), Artificial Intelligence (AI), Autonomous Mobile Robots (AMR) and Digital Sustainability,</p><p></p><p>As part of the Strategic Digital Projects (SDP) team that focuses on XR, DT and AI, you will:</p><ul><li>Support IMDA’s vision in promoting and driving the early adoption of emerging technologies by enterprises and industries, playing a key role in prioritising value-driven innovative projects and drive future innovation efforts and working closely with both public and private sector partners. </li><li><span style=""font-size:12px"">Identify ecosystem and industry gaps in users and tech providers; develop and implement initiatives to help overcome these gaps that would enable the technology to be deployed and adopted at scale by users from different industries.</span></li><li>Assess new technologies, build collaborative networks with technology providers, system integrators and research institutes to develop innovative solutions that meet industry needs. </li><li><span style=""font-size:12px"">Scope, administer and project manage deployment of use-cases, implement strategies for eventual commercialisation and scale-up adoption.  This includes managing budgets, assessing, and monitoring project outcomes and recommending enhancements where necessary.</span><span style=""font-size:12px""> </span></li><li>Plan and support communications and marketing efforts to build awareness and encourage adoption.</li></ul><p></p><p>You would need to have:</p><ul><li>Suitable educational qualification in related field, with an understanding of the landscape and challenges faced by solution providers and adopters of emerging technologies such as XR, DT and AI.</li><li>Good understanding of project execution and has strong project management skills;</li><li>Ability to function in a fast-paced and changing environment, visualise outcomes and provide clarity to stakeholders; and</li><li>Excellent verbal, written communication, negotiation and presentation skills for engaging internal and external stakeholders.</li></ul><p><br />#LI-JL2</p><p></p><p></p>"
